X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,qW,Total_Power
198,0,196.11,74.28,197.07,142.27,149,198,398,0,396.11,74.28,397.07,142.27,349,198,998,0,996.11,74.28,997.07,142.27,949,198,398,200,396.11,274.28,397.07,342.27,349,398,998,200,996.11,274.28,997.07,342.27,949,398,398,400,396.11,474.28,397.07,542.27,349,598,998,400,996.11,474.28,997.07,542.27,949,598,798,600,796.11,674.28,797.07,742.27,749,798,198,800,196.11,874.28,197.07,942.27,149,998,398,800,396.11,874.28,397.07,942.27,349,998,598,800,596.11,874.28,597.07,942.27,549,998,998,800,996.11,874.28,997.07,942.27,949,998,0,1010,94686.46,84608.4,77466.45,73524.98,100570.02,92209.53,86612.91,71101.92,107091.89,103091.51,101892.63,84650.77,79142.51,75795.37,77697.59,67317.58,95320.03,94810.59,96514.69,80149.55,73441.67,74258.73,76382.79,73741.24,91646.13,91351.18,91041.61,87458.96,81758.45,82880.88,83128.54,76464.24,74637.37,69043.45,67059.54,70260.11,76319.36,70282.96,67405.84,67434.88,75360.17,76946.47,76343.38,72868,92593.72,89877.16,87336.95,81961.11,74022.64,0.78,4017562.91
1,1,1,51,1,101,1,151,248,1,298,50,348,100,398,150,798,0,797.07,75.98,792.74,150,702.78,198,201,201,201,251,201,301,201,351,998,200,997.07,275.98,992.74,350,902.78,398,201,401,201,451,201,501,201,551,798,400,797.07,475.98,792.74,550,702.78,598,40,760,80,720,120,680,160,640,1,801,1,870,1,940,50,998,598,800,597.07,875.98,592.74,950,502.78,998,798,800,797.07,875.98,792.74,950,702.78,998,998,800,997.07,875.98,992.74,950,902.78,998,0,1000,94324.81,82835.68,78607.79,73888.45,98465.85,90836.5,86567.28,84402.65,107820.12,102502.22,98847.69,88555.82,79274.79,74608.57,74153.56,75127.32,103103.09,98042.96,94801.76,88795.75,76858.6,76764.29,78290.12,77774.7,83709.42,86494.06,89645.8,83519.95,74878.23,73948.84,75257.11,80102.56,73915.84,76872.26,73720.3,73008.68,82499.65,75507.3,70871.16,70617.29,87436.42,80727.28,76259.02,71563.48,94711.23,92339.65,88826.93,76765.36,70039.23,0.78,4068811.11
1,1,1,51,1,101,1,151,401,1,401,70,401,140,450,198,998,0,997.07,78.02,997.07,147.51,949,198,1,201,1,270,1,340,50,398,948,250,997.07,228.02,997.07,347.51,949,298,398,400,397.07,478.02,397.07,547.51,349,598,998,400,997.07,478.02,997.07,547.51,949,598,0,601,1,670,1,740,50,798,801,601,801,670,801,740,850,798,1,801,1,870,1,940,50,998,598,800,597.07,878.02,597.07,947.51,549,1000,998,800,997.07,878.02,997.07,947.51,949,998,0,1010,95574.36,85745.53,82121.3,79252.91,100637.01,93282.3,89790.69,84037.49,107323.42,103983.55,102306.38,88281.71,76909.71,78496.52,78293.4,75359.71,84212.75,94162.34,92483.61,87251.07,83067.6,78404.62,75173.34,71824.36,91185.76,95924.05,93768.42,87829.49,77096.81,74446.12,74335.13,69332.45,83721.72,84232.9,84878.28,79928.32,67015.73,71382.52,74395.7,71664.23,75555.67,76632.77,76361.02,73818.51,94127.46,90548.1,87008.87,80729.07,68787.62,0.79,4091980.3
198,0,195.96,75.43,192.22,146.17,149,198,598,0,595.96,75.43,592.22,146.17,549,198,998,0,995.96,75.43,992.22,146.17,949,198,398,200,395.96,275.43,392.22,346.17,349,398,998,200,995.96,275.43,992.22,346.17,949,398,198,400,195.96,475.43,192.22,546.17,149,598,998,400,995.96,475.43,992.22,546.17,949,598,398,600,395.96,675.43,392.22,746.17,349,798,798,600,795.96,675.43,792.22,746.17,749,798,998,600,995.96,675.43,992.22,746.17,949,798,198,800,195.96,875.43,192.22,946.17,149,998,798,800,795.96,875.43,792.22,946.17,749,998,0,1000,95262.12,87188.19,81377.34,75701.95,100772.68,93211.73,87985.43,81202.92,107519.53,103458.62,101866.2,83109.49,79724.65,75439.97,76095.15,73801.12,93756.69,93468.11,94682.97,77528.39,74972.39,73928.68,72583.92,70489.2,89453.32,89737.05,91926.69,75440.25,72078.04,67933,67686.21,65929.56,75011.28,72369.1,73291.41,64095.39,87944.61,88056.93,87591.66,79859.07,69681.52,71350.76,75729.01,77006.21,71012.95,76447.57,82445.77,78237.36,77063.71,0.77,3982505.85
198,0,196.79,73.55,197.18,147.45,149,198,398,0,396.79,73.55,397.18,147.45,349,198,998,0,996.79,73.55,997.18,147.45,949,198,398,200,396.79,273.55,397.18,347.45,349,398,798,200,796.79,273.55,797.18,347.45,749,398,198,400,196.79,473.55,197.18,547.45,149,598,998,400,996.79,473.55,997.18,547.45,949,598,198,600,196.79,673.55,197.18,747.45,149,798,998,600,996.79,673.55,997.18,747.45,949,798,198,800,196.79,873.55,197.18,947.45,149,998,398,800,396.79,873.55,397.18,947.45,349,998,798,800,796.79,873.55,797.18,947.45,749,998,0,1010,95162.24,84367.99,77938.98,72966.59,101332.38,92702.56,87032.39,70369.37,107535.6,103364.97,101789.96,94523.59,78124.14,74601.49,75723.06,72400.47,93307.57,91131.66,89476.79,80958.12,74919.53,74739.29,77977.21,70119.79,97554.43,92709.8,91398.2,73557.11,72892.04,73361.75,76507.28,66338.93,86880.85,87624.18,89047.8,81906.83,68402.41,66069.74,69148.33,72313.2,76108.39,71686.58,72313.15,68361.85,80332.78,82950.61,85885.69,79083.52,75262.57,0.77,4000263.77
398,0,396.79,74.47,393.7,150,281.84,198,998,0,996.79,74.47,993.7,150,881.84,198,398,200,396.79,274.47,393.7,350,281.84,398,598,200,596.79,274.47,593.7,350,481.84,398,798,200,796.79,274.47,793.7,350,681.84,398,998,200,996.79,274.47,993.7,350,881.84,398,398,400,396.79,474.47,393.7,550,281.84,598,798,600,796.79,674.47,793.7,750,681.84,798,998,600,996.79,674.47,993.7,750,881.84,798,198,800,196.79,874.47,193.7,950,81.84,998,798,800,796.79,874.47,793.7,950,681.84,998,998,800,996.79,874.47,993.7,950,881.84,998,0,1000,101026.82,91940.95,86559.03,77032.66,107486.56,102599.17,103240.8,87433.37,76872.71,72151.59,69668.2,68731.28,84063.44,74362.65,69680.92,68331.31,85378.33,81318,77460.62,73387.85,97020.71,95430.46,92540.85,81697.93,65813.24,71264.87,73460.13,72510.22,81540.81,76561.47,71618.19,63983.3,91551.48,89716.09,89282.19,69549.73,78021.42,73916.38,76139.7,76972.04,64971.11,68634.3,70529.85,71202.85,85374.46,84831.89,83779.02,74483.59,74711.16,0.76,3925835.72
1,1,1,51,1,101,1,151,398,0,496.91,0,397.18,146.34,399,248,1000,0,996.91,70.19,997.18,146.34,949,198,1,201,1,270,1,340,50,398,1000,200,996.91,270.19,997.18,346.34,949,398,201,401,201,470,1,540,250,598,898,450,996.91,470.19,997.18,546.34,949,598,0,601,1,670,1,740,150,898,1,801,1,851,1,901,0,951,498,800,296.91,770.19,397.18,946.34,299,1000,798,700,796.91,870.19,797.18,946.34,699,1000,998,800,1000,870.19,1000,1000,949,998,0,1000,97164.77,86255.43,83007.89,80616.72,94060.98,99994.99,90555.87,85777.62,107591.09,103004.2,102479.17,84305.61,78741.85,81663.03,79299.4,74759.54,94803.38,93717.46,95845.31,91397.69,83558.04,76890.14,78933.92,81250.19,82530.89,92915.03,90475.69,85807.06,76339.59,74969.28,76348.12,69474.72,73299.02,69156.45,68277.45,68072.4,78538.33,76904.48,75511.72,72007.35,88647.37,84845.5,78783.08,74403.62,95565.87,91191.75,88850.97,78083.95,68963.5,0.79,4105230.65
798,0,796.21,71.8,797.07,138.98,749,198,198,200,196.21,271.8,197.07,338.98,149,398,398,200,396.21,271.8,397.07,338.98,349,398,798,200,796.21,271.8,797.07,338.98,749,398,198,400,196.21,471.8,197.07,538.98,149,598,598,400,596.21,471.8,597.07,538.98,549,598,798,400,796.21,471.8,797.07,538.98,749,598,198,600,196.21,671.8,197.07,738.98,149,798,198,800,196.21,871.8,197.07,938.98,149,998,398,800,396.21,871.8,397.07,938.98,349,998,798,800,796.21,871.8,797.07,938.98,749,998,998,800,996.21,871.8,997.07,938.98,949,998,0,1000,107031.08,103086.34,102219.62,86435.92,88973.67,78767.55,73615.46,67500.31,93118.21,84706.19,77430.04,71239.74,96590.5,95942,98121.85,82118.16,66666.76,66923.94,71460.8,67675.44,79676.14,74267.2,73270.96,73234.27,93340.18,91537.8,89765.55,85014.01,69043.76,70935.95,72979.44,66281.13,68200.6,65151.35,67479.22,71500.16,74933.2,70826.34,69478.64,68279.99,84670.89,77876.36,73439.26,71199.43,94459.18,91095.51,87321.13,80267.75,73667.71,0.75,3908816.7
198,0,197.6,70.42,193.25,148.64,149,198,398,0,397.6,70.42,393.25,148.64,349,198,798,0,797.6,70.42,793.25,148.64,749,198,998,0,997.6,70.42,993.25,148.64,949,198,598,200,597.6,270.42,593.25,348.64,549,398,998,200,997.6,270.42,993.25,348.64,949,398,198,600,197.6,670.42,193.25,748.64,149,798,398,600,397.6,670.42,393.25,748.64,349,798,798,600,797.6,670.42,793.25,748.64,749,798,198,800,197.6,870.42,193.25,948.64,149,998,798,800,797.6,870.42,793.25,948.64,749,998,998,800,997.6,870.42,993.25,948.64,949,998,0,1000,91820.57,80271.22,76065.48,72332.25,96508.73,85786.57,78844.81,71069.68,100723.12,90344.89,84795.99,77978.26,107400.47,101059.6,99370.96,78632.37,78241.94,73232.96,76253.99,75275.63,92088,90201.86,91389.1,83613.15,80247.13,73281.36,70564.22,64415.99,84094.7,79187.62,74642.52,66845.08,93159.2,91492.52,89538.53,68328.26,62963.63,65604.65,74462.41,75407.17,80375.08,75126.09,74114.53,69897.11,94136.43,89493.28,87303.2,78027.34,76144.59,0.77,3992154.24
198,0,197.6,72.4,193.28,146.64,149,198,398,0,397.6,72.4,393.28,146.64,349,198,798,0,797.6,72.4,793.28,146.64,749,198,998,0,997.6,72.4,993.28,146.64,949,198,198,200,197.6,272.4,193.28,346.64,149,398,998,200,997.6,272.4,993.28,346.64,949,398,598,400,597.6,472.4,593.28,546.64,549,598,198,600,197.6,672.4,193.28,746.64,149,798,998,600,997.6,672.4,993.28,746.64,949,798,198,800,197.6,872.4,193.28,946.64,149,998,598,800,597.6,872.4,593.28,946.64,549,998,798,800,797.6,872.4,793.28,946.64,749,998,0,1000,91518.01,81149.86,77365.59,68993.77,96645.65,86330.38,80946.02,75081.09,100437.76,90051.15,83948.5,77818.51,107740.95,101765.82,99585.38,78837.97,69584.23,71059.03,76064.99,74320.73,92151.78,90219.59,91358.93,85101.57,82272.07,80963.77,79493.41,75118.98,78941.95,76179.77,76814.36,67845.6,94644.4,91930.26,90649.48,83394.29,69425.49,68998.35,74107.5,74513.44,78313.46,73445.58,71818.1,68850.38,81430.69,82055.82,84643.61,76800.02,76392.24,0.77,4007120.28
1,1,1,51,1,101,1,151,398,0,396.91,70.19,397.18,146.34,349,198,998,0,996.91,70.19,997.18,146.34,949,198,1,201,1,270,1,340,50,398,998,200,996.91,270.19,997.18,346.34,949,398,201,401,201,470,201,540,250,598,998,400,996.91,470.19,997.18,546.34,949,598,1,601,1,670,1,740,50,798,1,801,1,851,1,901,1,951,398,800,396.91,870.19,397.18,946.34,349,998,798,800,796.91,870.19,797.18,946.34,749,998,998,800,996.91,870.19,997.18,946.34,949,998,0,1000,96772.24,85175.47,81840.05,80015.33,100039.66,93293.7,88543.57,82357.94,107328.43,102549.01,102448.81,83922.28,77841,79635.94,79483.55,75441.16,94963.66,93495.11,97086.62,80239.3,83152.73,79324.65,78677.05,79684.95,91497.58,91252.49,92361.03,87522.97,78519.77,75012.69,76678.18,69980.59,67422.56,66379.53,69173.34,70761.72,79426.87,75666.5,74050.65,70531.17,87174.79,80496.8,76984.32,72840.23,97515.48,92830.21,89716.8,81982.06,71271.95,0.79,4089839.44
1,1,1,51,1,101,1,151,598,0,597.07,77.97,592.74,150,497.24,198,998,0,997.07,77.97,992.74,150,897.24,198,48,201,98,250,148,300,198,350,798,200,797.07,277.97,792.74,350,697.24,398,798,400,797.07,477.97,792.74,550,697.24,598,201,601,201,651,201,701,201,751,998,600,997.07,677.97,992.74,750,897.24,798,1,801,1,870,1,940,50,998,201,801,201,870,201,940,250,998,601,998,650,998,700,998,750,998,998,800,997.07,877.97,992.74,950,897.24,998,0,1010,97761.19,87665.25,83784.34,79488.59,101163.77,93612.87,89007.39,83757.14,107241.38,103720.4,100979.24,92997.8,78385.1,77129.29,75025.24,75840.66,87820.37,89624.71,94098.44,79494.16,91090.86,90958.33,87002.94,80745.78,82421.64,76798.42,77906.56,76695.94,93920,91679.87,90855.72,76281.3,75709.94,71120.53,68371.46,65963.02,76985.5,75912.89,70589.38,71666.27,67471.73,67855.27,70997,77408.6,87838.73,90225.34,90773.25,80995.55,63779.33,0.78,4068828.82
198,0,197.07,78.2,192.36,150,95.76,98,448,1,498,50,548,100,598,150,998,0,1000,78.2,992.36,150,895.76,198,1,201,1,270,1,340,50,448,1000,200,997.07,278.2,992.36,350,795.76,448,601,301,601,470,551,640,650,598,998,400,1000,478.2,1000,550,995.76,598,1,601,1,501,1,701,1,751,1,801,1,870,1,940,100,1000,401,801,401,870,401,940,450,998,798,800,797.07,878.2,792.36,1000,695.76,1000,1000,700,947.07,878.2,1000,950,895.76,998,0,1000,94659.75,85975.42,78235.64,80382.16,99777.81,91858.12,87437.74,84765.67,107249.14,103128.94,103011.92,87208.48,80593.58,78698.54,77908.61,78418.67,96651.65,95236.69,94460.04,79948.72,83151.88,78456.17,76392.31,80825.47,91640.98,92804.73,92042.97,86980.4,78706.39,76026.91,77026.49,72641.12,71718.39,73250.5,70425.54,69834.77,77923.86,75224.62,70748.23,68709.24,85086.57,83785.17,75698.52,72386.89,92491.26,90435.49,89910.63,82158.92,69195.29,0.79,4091158
198,0,197.07,78.53,193.36,152.31,149,198,598,0,597.07,78.53,593.36,152.31,549,198,798,0,797.07,78.53,793.36,152.31,749,198,998,0,997.07,78.53,993.36,152.31,949,198,398,200,397.07,278.53,393.36,352.31,349,398,198,400,197.07,478.53,193.36,552.31,149,598,798,400,797.07,478.53,793.36,552.31,749,598,198,600,197.07,678.53,193.36,752.31,149,798,998,600,997.07,678.53,993.36,752.31,949,798,198,800,197.07,878.53,193.36,952.31,149,998,398,800,397.07,878.53,393.36,952.31,349,998,998,800,997.07,878.53,993.36,952.31,949,998,0,1000,94437.85,85545.09,81419.93,75771.14,95759.63,85474.74,80951,78222.27,100598.92,90211.92,84779.78,79198.38,107201.62,102449.32,97693.3,87320.45,80030.31,78198.8,79304.84,75230.09,76855.65,76784.12,80073.91,70781,93409.3,91213.52,86846.81,77271.8,72373.66,72831.95,76033.37,66124.82,93901.16,90477.75,90126.83,70613.32,67503.15,66716.78,70734.17,71215.19,76327.75,73368.52,74101.45,69132.64,85357.27,87021.22,87937.84,79390.84,74352.5,0.77,4008677.7
1,1,1,51,1,101,1,151,448,0,446.21,71.8,347.07,138.98,349,198,698,0,796.21,71.8,847.07,188.98,749,198,998,0,1000,71.8,1000,138.98,949,198,101,401,301,351,201,501,201,551,798,400,796.21,471.8,797.07,538.98,749,598,998,400,996.21,471.8,997.07,538.98,949,648,298,600,196.21,671.8,197.07,738.98,149,798,1,801,1,870,0,940,50,998,201,998,250,898,300,998,450,998,798,800,796.21,871.8,747.07,938.98,749,998,998,800,996.21,871.8,997.07,938.98,999,998,0,1000,96734.87,83983.22,79675.4,78388.1,98021.61,89153.58,86004.52,80229.9,101645,92340.83,84380.56,84432.93,107582.15,103228.45,98959.86,92263.81,81428.69,82671.72,80848.75,72769.63,89753.77,84903.6,82089.91,79751.3,96998.27,94586.95,90617.94,89522.61,77646.58,77942.32,77462.5,76596.03,75357.98,71685.56,69632.68,67933.63,68227.4,72054.35,71762.76,74763.85,85749.55,79074.34,78189.8,78315.78,94289.01,91157.38,89157.03,86469.41,63919.9,0.79,4110764.37
398,0,396.91,70.19,397.18,146.34,349,198,598,0,596.91,70.19,597.18,146.34,549,198,198,200,196.91,270.19,197.18,346.34,149,398,398,200,396.91,270.19,397.18,346.34,349,398,598,200,596.91,270.19,597.18,346.34,549,398,998,200,996.91,270.19,997.18,346.34,949,398,198,400,196.91,470.19,197.18,546.34,149,598,998,400,996.91,470.19,997.18,546.34,949,598,198,600,196.91,670.19,197.18,746.34,149,798,398,800,396.91,870.19,397.18,946.34,349,998,598,800,596.91,870.19,597.18,946.34,549,998,998,800,996.91,870.19,997.18,946.34,949,998,0,1000,98739.67,88642.7,82215.79,70770.38,107268.37,99718.78,95146.05,74940.19,76315.93,69340.2,69020,65611.34,71758.12,67728.25,68971.72,67541.85,85152.29,79323.75,77353.53,70061.43,106114.23,99909.82,97617.56,78341.77,63880.24,67581.66,76377.96,68926.8,91001.79,88789.84,88799.29,83139.24,74285.85,73556.72,74445.7,70820.61,74088.76,68866.7,68348.49,67471.83,81788.41,77629.13,75177.22,70110.78,93067.12,90746.99,88831.64,80969.1,80325.95,0.75,3906631.56
1,1,1,70,1,140,50,198,398,0,396.91,70.19,397.18,146.34,349,198,998,0,996.91,70.19,997.18,146.34,949,198,1,201,1,270,1,340,50,398,998,200,996.91,270.19,997.18,346.34,949,398,398,400,396.91,470.19,397.18,546.34,349,598,998,400,996.91,470.19,997.18,546.34,949,598,1,601,1,670,1,740,50,798,198,800,196.91,870.19,197.18,946.34,149,998,398,800,396.91,870.19,397.18,946.34,349,998,798,800,796.91,870.19,797.18,946.34,749,998,998,800,996.91,870.19,997.18,946.34,949,998,0,1000,96351.77,88507.9,83002.21,77511.92,100370.04,93426.52,88962.69,82747.44,107299.27,102556.13,102701.76,83937.65,72924.78,75537.46,75867.55,75477.37,95103.84,93949.78,97404.1,80033.2,83613.51,78675.61,79679.9,75719.49,91470.08,91156.81,92886.69,87484.19,80994.58,76510.44,72962.64,68967.11,74333.78,65829.49,65419.78,67692.38,80107.54,73670.27,71640.8,69123.67,86987.79,79782.76,76106.97,72377.66,96820.39,92265.75,89720.53,81849.86,71362.51,0.78,4068886.35
1,1,1,51,1,101,1,151,398,0,396.11,74.28,397.07,142.27,349,198,998,0,996.11,74.28,997.07,142.27,949,198,201,201,201,270,201,340,250,398,998,200,996.11,274.28,997.07,342.27,949,398,201,401,201,470,201,540,250,598,998,400,996.11,474.28,997.07,542.27,949,598,1,601,1,670,1,740,50,898,798,600,796.11,674.28,797.07,742.27,749,798,1,801,1,870,1,940,50,998,598,800,596.11,874.28,597.07,942.27,549,998,998,800,996.11,874.28,997.07,942.27,949,998,0,1010,95962.7,85319.68,80718.66,76125.13,100243.12,93821.56,88676.78,83266.03,107240.38,103575.68,102253.52,84903.51,79195,75448.24,77955.71,76241.2,96408.81,95336.26,96757.79,82072.46,71276.91,75634.33,77483.98,76338.53,92251.51,92513.37,92137.04,88735.8,75222.23,73194.3,76164.71,69879.95,83169.55,84489.09,84304.03,76128.51,75117.51,71294.57,71188.24,71162.39,73735.08,75718.09,77065.29,75437.51,93857.15,90618.68,87344.86,80839.4,68421.86,0.79,4081941.98
1,1,1,51,1,101,1,151,601,1,601,51,601,101,601,151,998,0,995.82,77.69,993.7,150,949,198,1,201,1,270,1,340,50,398,801,201,801,251,801,301,801,351,1,401,1,470,1,540,50,598,801,401,801,451,801,501,801,551,398,600,395.82,677.69,393.7,750,349,798,801,601,801,670,801,740,850,798,1,801,1,870,1,940,50,998,601,801,601,870,601,940,650,998,998,800,995.82,877.69,993.7,950,949,998,0,1000,96255.41,85990.72,83246.27,80701.4,101030.49,92059.61,87515.62,82032.34,106919.93,103920.5,100597.03,92283.05,78177.52,81269.96,78997.63,76220.58,88383.15,83509.84,87803.82,88776.61,71924.88,73427.18,73264.99,71246.45,89814.43,90591.36,90682.79,90574.58,78247.68,74079.51,69875.43,65031.93,91368.87,92453.8,87204.32,83159.73,76676.14,74017.99,73722.61,70845.18,76241.42,73851.76,72355.22,74878.25,94163.32,90586.58,88266.67,80325.73,68001.91,0.79,4082479.79
1,1,1,51,1,101,1,151,601,1,601,51,601,101,601,151,998,0,997.46,75.62,997.18,150,949,197.99,1,201,1,251,1,301,1,351,998,200,997.46,275.62,997.18,350,949,397.99,201,401,201,470,201,540,250,598,798,400,797.46,475.62,797.18,550,749,597.99,1,601,1,651,1,701,1,751,1,801,1,851,1,901,1,951,398,800,397.46,875.62,397.18,950,349,997.99,798,800,797.46,875.62,797.18,950,749,997.99,998,800,997.46,875.62,997.18,950,949,997.99,0,1010,97098.22,86424.47,83776.06,82242.29,101037.64,90620.09,85791.42,82661.51,106594.57,102907.76,101247.12,81919.34,80462.96,79156.83,77269.41,74822.02,92890.33,92687.78,93942.63,88202.12,81642.7,78056.14,76061.15,78227.73,85671.8,88114.12,92134.13,86603.56,77952.65,72816.46,72281.92,72258.13,72212.93,70745.67,69327.91,70485.46,80464.62,76770.52,75698.84,70495.49,86945.74,79660.89,75658.86,72478.23,95699.01,91774.1,89230.64,80255.48,73116.01,0.79,4074595.46
1,1,1,51,1,101,1,151,448,0,397.6,72.4,393.28,146.64,449,298,748,0,797.6,72.4,793.28,146.64,749,248,998,0,997.6,72.4,993.28,146.64,1000,298,48,201,98,250,148,350,248,350,1,401,1,470,1,590,50,648,998,400,997.6,472.4,993.28,546.64,899,598,201,601,201,670,201,740,250,798,998,600,997.6,672.4,993.28,846.64,903,1000,1,751,1,870,51,940,50,1000,598,800,597.6,872.4,443.28,946.64,549,998,798,800,797.6,872.4,893.28,946.64,749,998,0,1000,94590.01,85096.5,82427.96,78772.2,98673.31,89203.24,85697.29,84222.29,102730.55,93427.81,90840.88,89664.29,107880.61,102895.56,99682.65,96848.76,77289.36,76754.46,75123.71,79236.28,79746.74,79903.44,75721.63,69128.39,95974.31,93881.94,94265.37,77306.53,82545.12,76579.94,74531.76,70570.19,91042.4,90142.41,94370.61,84311.54,72293.74,71838.14,72041.48,70366.74,81729.96,74865.58,68176.39,73715.77,88343.09,82650.36,86426.3,74879.84,67742.89,0.79,4106191.52
198,0,196.79,74.17,193.27,145.84,149,198,398,0,396.79,74.17,393.27,145.84,349,198,998,0,996.79,74.17,993.27,145.84,949,198,198,200,196.79,274.17,193.27,345.84,149,398,798,200,796.79,274.17,793.27,345.84,749,398,998,200,996.79,274.17,993.27,345.84,949,398,198,600,196.79,674.17,193.27,745.84,149,798,798,600,796.79,674.17,793.27,745.84,749,798,998,600,996.79,674.17,993.27,745.84,949,798,198,800,196.79,874.17,193.27,945.84,149,998,598,800,596.79,874.17,593.27,945.84,549,998,798,800,796.79,874.17,793.27,945.84,749,998,0,1000,93656.2,83170.67,78337.06,69743.76,100754.32,91289.29,84431.95,76309.62,107509.8,103229.84,102877.36,84531.63,70263.8,72041.02,76789.05,77041.99,86774.67,80272.09,79536.23,78112.15,94914.15,93924.63,93174.04,85856.85,81446.61,76731.11,75278.03,66650.86,84884.72,79557.94,77999.3,66822.8,93726.19,91434.95,89218.37,80949.9,68132.64,67066.01,71862.46,73544.15,70430.58,70212.94,70964.91,68870.14,74161.17,78484.13,83724.35,77372.93,75170.87,0.77,3979240.27
1,1,1,51,1,101,1,151,601,1,751,0,601,101,601,151,998,0,1000,79.83,1000,150,689.53,298,251,151,1,270,1,340,0,498,998,200,997.18,279.83,992.97,350,839.53,398,601,401,601,451,601,501,651,551,50,601,151,470,1,740,50,698,351,501,401,670,401,790,350,898,998,500,997.18,679.83,992.97,750,839.53,698,0,801,1,870,1,940,100,1000,651,998,550,998,700,898,750,998,998,800,997.18,879.83,992.97,950,939.53,998,0,1000,96319.78,85766.65,82616.12,80201.96,96107.14,100743.24,91577.81,85344.79,107240.2,103001.17,99977.66,86161.87,88297,83601.34,80414.54,77744.3,96332.41,96350.3,94320.98,87195.76,85545.07,81716.12,77241,79885.96,74110.25,77337.24,72478.36,77528.2,76776.51,79886.9,77636.73,74092.81,95613.93,94951.83,91457.19,82336.93,73591.74,74669.63,73575.85,70529.64,72814.51,75253.27,77704.6,75454.95,88324.11,89534.49,88249.36,80596.3,69505.53,0.8,4127609.92
1,0,1,51,1,101,1,151,551,0,351,0,301,101,401,201,748,0,797.07,77.74,793.36,150,681.43,198,998,0,997.07,77.74,993.36,150,881.43,298,48,201,98,300,148,200,198,450,998,200,997.07,277.74,993.36,350,881.43,398,1,401,0,470,1,540,0,598,998,400,997.07,477.74,993.36,550,881.43,698,401,601,551,520,301,740,400,798,1,801,1,870,1,940,150,998,798,800,797.07,877.74,793.36,950,681.43,998,998,800,997.07,877.74,993.36,950,881.43,998,0,1000,93888.44,82121.98,79963.7,74265.01,97868.86,97329.81,85906.29,80436.38,104894.62,92501.36,87500.42,79998.8,108529.78,102550.13,99702.41,81111.37,72338.16,74972.78,75639.6,77317.87,93909.99,94410.89,92585.17,77178.04,78112.38,74237.9,75416.67,72861.24,88597.39,90322.58,89568.21,92014.7,78401.09,80863.59,74075.77,74397.44,78490.34,74809.8,73984.37,75464.5,85708.95,82192.14,76008.74,74472.25,92704.03,90857.56,87900.84,77789.57,73203.76,0.79,4119413.97
398,0,397.07,78.2,392.36,150,295.76,198,798,0,797.07,78.2,792.36,150,695.76,198,998,0,997.07,78.2,992.36,150,895.76,198,398,200,397.07,278.2,392.36,350,295.76,398,598,200,597.07,278.2,592.36,350,495.76,398,398,400,397.07,478.2,392.36,550,295.76,598,798,400,797.07,478.2,792.36,550,695.76,598,198,600,197.07,678.2,192.36,750,95.76,798,598,600,597.07,678.2,592.36,750,495.76,798,998,600,997.07,678.2,992.36,750,895.76,798,198,800,197.07,878.2,192.36,950,95.76,998,798,800,797.07,878.2,792.36,950,695.76,998,0,1000,97501.69,89173.52,84660.02,76174.71,100269.31,92026.57,86183,84660.53,107524.47,101983.52,98299.02,88431.66,76500.82,74903.21,72800.28,70172.73,82970.13,82870.39,81970.6,73547.9,68293.82,72107.72,73702.05,70670.81,93036.71,89566.22,84847.04,74993.46,71080.11,69888.82,72035.68,69441.54,70603.81,72381.31,73646.95,67989.14,93985.63,90400.73,87979.19,78162.38,68809.2,71434.2,75874.37,76518.87,74454.8,78892.14,83416.39,77216.87,75748.9,0.76,3949802.97
