X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
200,0,250,0,500,0,600,0,250,50,500,50,550,50,600,50,950,50,50,100,500,100,0,150,1050,150,1100,150,1250,150,1300,150,0,200,1150,200,600,250,650,250,900,250,600,300,800,300,1250,300,0,350,600,350,650,350,750,350,1000,350,250,400,500,400,550,400,1150,400,50,450,100,450,150,450,400,450,900,450,1000,450,600,500,800,500,1100,500,100,550,350,550,800,550,0,600,100,600,1350,600,0,650,100,650,1300,650,1400,650,300,700,750,700,1400,700,250,750,50,800,850,800,900,800,950,800,700,850,950,850,1100,850,1250,850,100,900,150,900,850,900,1250,900,1300,900,1350,900,300,950,550,950,1000,950,1250,950,50,1000,550,1000,800,1000,0,1050,150,1050,1350,1050,550,1100,200,1150,450,1150,700,1150,800,1150,1400,1150,1100,1200,1250,1200,50,1250,100,1250,450,1250,450,1300,850,1300,950,1300,1150,1300,1200,1300,600,1350,800,1350,400,1400,900,1400,37975.02,38956.58,32883.87,43233.42,43348.91,33911.54,38814.08,46876.74,54182.82,46457.49,40796.65,41596.25,61003.5,69895.31,83160.66,100606.6,42753.09,76948.28,37377.93,43399.14,54692.04,41318.45,58534.1,83338.84,40709.51,45889.59,50814.98,51031.25,59975.94,52899.72,50277.61,50888.24,71287.47,43387.31,47906.17,57642.17,58560.16,72273.04,62218.24,56157.29,56429.81,67238.6,48781.58,60049.76,56704.28,47241.02,50044.4,77424.05,52882.07,57066.14,83406.56,82428.43,67050.51,57422.42,97656.87,63357.37,56392.98,61435.53,60660.48,61735.83,67674,73736.53,74937.71,56399.35,62981.13,70418.18,78042.22,64217.17,76886.05,92959.17,70261.7,64004.15,78696.93,84431.24,73379.19,68326.54,79053.85,79120.13,73534.38,86654.06,82212.74,86030.78,79682.59,75027.04,75895.63,96822.94,80848.38,98845.96,89044.73,97716.92,77702.08,95460.36,89017.69,101083.29,88364.5,97290.69,99666.87,89628.47,98521.79,97311.24,0.69,6661277.03
600,0,546.17,37.53,490.01,75.11,432.42,112.13,800,0,746.17,37.53,690.01,75.11,632.42,112.13,850,1,900,1,950,1,1000,1,1050,1,1100,1,1150,1,1200,1,1250,1,1300,1,1350,1,1400,1,400,200,346.17,237.53,290.01,275.11,232.42,312.13,600,200,546.17,237.53,490.01,275.11,432.42,312.13,1000,200,946.17,237.53,890.01,275.11,832.42,312.13,1400,200,1346.17,237.53,1290.01,275.11,1232.42,312.13,400,400,346.17,437.53,290.01,475.11,232.42,512.13,400,600,346.17,637.53,290.01,675.11,232.42,712.13,800,600,746.17,637.53,690.01,675.11,632.42,712.13,1000,600,946.17,637.53,890.01,675.11,832.42,712.13,1200,600,1146.17,637.53,1090.01,675.11,1032.42,712.13,1250,601,1300,601,1350,601,1400,601,200,800,146.17,837.53,90.01,875.11,32.42,912.13,400,800,346.17,837.53,290.01,875.11,232.42,912.13,600,800,546.17,837.53,490.01,875.11,432.42,912.13,1000,800,946.17,837.53,890.01,875.11,832.42,912.13,200,1000,146.17,1037.53,90.01,1075.11,32.42,1112.13,400,1000,346.17,1037.53,290.01,1075.11,232.42,1112.13,200,1200,146.17,1237.53,90.01,1275.11,32.42,1312.13,400,1200,346.17,1237.53,290.01,1275.11,232.42,1312.13,800,1200,746.17,1237.53,690.01,1275.11,632.42,1312.13,1000,1200,946.17,1237.53,890.01,1275.11,832.42,1312.13,45927.21,47078.94,48627.88,46528.83,53750.25,56975.17,55626.41,56574.91,55859.32,58652.02,60859.51,65729.58,65124.26,65493.13,66580.29,70505.74,73449.97,75837.33,81953.18,97171.91,45357.68,45662.12,45596.91,42529.85,57360.04,58189.09,56264.26,55236.33,74225.99,74266.17,70235.07,65086.47,97978.01,101115.6,93932.63,84961.47,56242.13,53487.45,49702.51,46224.31,60439.5,56689.24,52854.07,50376.35,61085.95,64471.05,72733.21,74567.37,77242.17,77717.38,79079.93,73343.4,91341.19,104767.08,101030.87,99332.99,89846.9,89452.99,89726.12,98516.64,50316.42,50808.22,51373.87,51348.06,60507.9,62559.64,63748.04,60830.56,74360.12,76921.11,75173.34,75981.58,99669.99,99913.05,95310.38,87296.51,59804.99,62258.55,66904.52,68222.58,80927.88,82379.12,78240.46,75338.99,76720.93,88502.72,99269.6,99978.68,96134.46,103123.99,102457.01,99464.27,77846.97,86955.65,98720.02,100996.69,99524.38,100771.6,101591.01,98451.16,0.76,7327279.37
600,0,546.06,37.46,489.85,74.92,432.32,112.14,800,0,746.06,37.46,689.85,74.92,632.32,112.14,1000,0,946.06,37.46,889.85,74.92,832.32,112.14,1200,0,1146.06,37.46,1089.85,74.92,1032.32,112.14,1400,0,1346.06,37.46,1289.85,74.92,1232.32,112.14,600,200,546.06,237.46,489.85,274.92,432.32,312.14,1000,200,946.06,237.46,889.85,274.92,832.32,312.14,1400,200,1346.06,237.46,1289.85,274.92,1232.32,312.14,200,400,146.06,437.46,89.85,474.92,32.32,512.14,400,400,346.06,437.46,289.85,474.92,232.32,512.14,600,400,546.06,437.46,489.85,474.92,432.32,512.14,200,600,146.06,637.46,89.85,674.92,32.32,712.14,400,600,346.06,637.46,289.85,674.92,232.32,712.14,600,600,546.06,637.46,489.85,674.92,432.32,712.14,800,600,746.06,637.46,689.85,674.92,632.32,712.14,1400,600,1346.06,637.46,1289.85,674.92,1232.32,712.14,200,800,146.06,837.46,89.85,874.92,32.32,912.14,600,800,546.06,837.46,489.85,874.92,432.32,912.14,1000,800,946.06,837.46,889.85,874.92,832.32,912.14,200,1000,146.06,1037.46,89.85,1074.92,32.32,1112.14,400,1000,346.06,1037.46,289.85,1074.92,232.32,1112.14,1400,1000,1346.06,1037.46,1289.85,1074.92,1232.32,1112.14,200,1200,146.06,1237.46,89.85,1274.92,32.32,1312.14,400,1200,346.06,1237.46,289.85,1274.92,232.32,1312.14,1200,1200,1146.06,1237.46,1089.85,1274.92,1032.32,1312.14,48948.61,51281.9,50173.67,45909.67,49544.05,54835.36,61541.11,64067.01,57159.27,59874.21,61230.84,59312.55,61352.37,63804.34,70633.82,72795.54,98143.86,90938.53,80886.69,70431.14,63443,58300.95,51292.2,45490.2,75222.97,77052.67,75715.78,73409.02,98601.28,100004.93,92619.77,86050.78,40605.57,42125.57,44772.07,44729.17,43212.29,45001.18,48861.85,49539.61,58352.69,54589.02,52439.35,51168.86,54121.58,57164.52,54935.3,50168.51,54531.37,62932.94,71682.29,72609.9,58614.34,64279.86,69033.4,70585.74,66550.64,67097.07,72055.23,75743.55,98662.61,99717.32,94930.06,86826.27,68896.37,62910.54,56121.5,53467.36,86254.27,94794.75,97427.69,97410.94,76704.32,78938.82,79470.99,81226.62,63227.37,63220.12,66441.55,68750.15,96949.57,91478.51,83216.86,75974.97,98684.61,101605.81,101365.57,98936.14,77058.46,89104.06,99156.71,100508.34,99328.23,101221.32,101655.18,99658.22,98563.64,101526.83,100858.17,98903.93,0.75,7258726.36
600,0,546.11,37.55,489.83,75.05,432.48,112.28,1000,0,946.11,37.55,889.83,75.05,832.48,112.28,1200,0,1146.11,37.55,1089.83,75.05,1032.48,112.28,1400,0,1346.11,37.55,1289.83,75.05,1232.48,112.28,1000,200,946.11,237.55,889.83,275.05,832.48,312.28,1400,200,1346.11,237.55,1289.83,275.05,1232.48,312.28,200,400,146.11,437.55,89.83,475.05,32.48,512.28,400,400,346.11,437.55,289.83,475.05,232.48,512.28,1000,400,946.11,437.55,889.83,475.05,832.48,512.28,1200,400,1146.11,437.55,1089.83,475.05,1032.48,512.28,1400,400,1346.11,437.55,1289.83,475.05,1232.48,512.28,200,600,146.11,637.55,89.83,675.05,32.48,712.28,800,600,746.11,637.55,689.83,675.05,632.48,712.28,1200,600,1146.11,637.55,1089.83,675.05,1032.48,712.28,600,800,546.11,837.55,489.83,875.05,432.48,912.28,1200,800,1146.11,837.55,1089.83,875.05,1032.48,912.28,200,1000,146.11,1037.55,89.83,1075.05,32.48,1112.28,600,1000,546.11,1037.55,489.83,1075.05,432.48,1112.28,800,1000,746.11,1037.55,689.83,1075.05,632.48,1112.28,1000,1000,946.11,1037.55,889.83,1075.05,832.48,1112.28,1400,1000,1346.11,1037.55,1289.83,1075.05,1232.48,1112.28,200,1200,146.11,1237.55,89.83,1275.05,32.48,1312.28,400,1200,346.11,1237.55,289.83,1275.05,232.48,1312.28,600,1200,546.11,1237.55,489.83,1275.05,432.48,1312.28,1000,1200,946.11,1237.55,889.83,1275.05,832.48,1312.28,44923.1,48237.35,49338.6,49538.19,48169.65,48490.88,46635.48,42554.34,58513.75,58723.37,60420.68,58717.55,97530.28,90444.61,77798.69,66134.36,57658.98,51773.48,48412.2,47113.52,98678.38,90861.85,80349.29,73206.6,42449.22,42791.17,44187.64,44999.85,51098.63,50526.56,51340.27,49856.52,53568.48,55644.11,59899.54,60657.56,73508.67,73422.95,69308.69,61451.45,99980.7,100401.78,99427.17,93674.89,51716.97,55122.93,56934.02,55803.24,65957.37,68901.7,66633.13,62247.97,89643.86,81131.09,70358.98,64622.76,59364.31,57126.03,55807.07,56033.86,80369.37,79757.83,83559.79,87039.95,65938.06,65726.25,65901.48,67648.43,64868.95,72660.9,76270.95,76501.93,64486.2,70626.54,81626.35,88772.23,95651.2,91648.99,82386.62,75827.44,99163.42,101703.18,101162.6,99300.71,75230.16,88461.09,98834.7,101016.02,76703.03,89339.29,99065.01,100813.91,96522.4,102487.13,101278.31,99570.55,99142.82,101538.51,101028.79,99025.11,0.75,7258482.49
400,0,346.02,37.48,289.55,74.9,232.2,111.98,1200,0,1146.02,37.48,1089.55,74.9,1032.2,111.98,1400,0,1346.02,37.48,1289.55,74.9,1232.2,111.98,200,200,146.02,237.48,89.55,274.9,32.2,311.98,800,200,746.02,237.48,689.55,274.9,632.2,311.98,1000,200,946.02,237.48,889.55,274.9,832.2,311.98,1200,200,1146.02,237.48,1089.55,274.9,1032.2,311.98,400,400,346.02,437.48,289.55,474.9,232.2,511.98,600,400,546.02,437.48,489.55,474.9,432.2,511.98,1200,400,1146.02,437.48,1089.55,474.9,1032.2,511.98,1400,400,1346.02,437.48,1289.55,474.9,1232.2,511.98,200,600,146.02,637.48,89.55,674.9,32.2,711.98,800,600,746.02,637.48,689.55,674.9,632.2,711.98,1200,600,1146.02,637.48,1089.55,674.9,1032.2,711.98,400,800,346.02,837.48,289.55,874.9,232.2,911.98,600,800,546.02,837.48,489.55,874.9,432.2,911.98,1000,800,946.02,837.48,889.55,874.9,832.2,911.98,200,1000,146.02,1037.48,89.55,1074.9,32.2,1111.98,600,1000,546.02,1037.48,489.55,1074.9,432.2,1111.98,1000,1000,946.02,1037.48,889.55,1074.9,832.2,1111.98,1200,1000,1146.02,1037.48,1089.55,1074.9,1032.2,1111.98,200,1200,146.02,1237.48,89.55,1274.9,32.2,1311.98,400,1200,346.02,1237.48,289.55,1274.9,232.2,1311.98,800,1200,746.02,1237.48,689.55,1274.9,632.2,1311.98,1400,1200,1346.02,1237.48,1289.55,1274.9,1232.2,1311.98,43322.74,44896.79,45638.68,41576.99,68334.36,66518.58,61519.92,53686.6,99520.9,99727.54,94405.37,86194.04,39463.15,39753.15,41540.92,43815.46,47227.46,52715.07,56652.63,55808.98,51370.38,52460.25,57498.49,58955.2,78238.59,69132.23,62202.96,57396.1,42267.23,46875.59,50771.07,50039.6,53064.66,50862.41,49739.64,51076.91,75122.51,76634.66,75161.42,68465.41,99621.88,101184.51,98665.13,96937.99,50324.79,50869.95,53369.63,55221.25,57374.49,57336.6,58402.06,62059.04,95010.56,93481.42,87602.13,77551.08,53958.76,59336.61,67346.3,70993.84,69351.39,70872.02,65779.22,63633.25,68409.24,63412.52,61592.11,64002.62,73168.29,71338.32,68553.49,68149.85,77495.06,80197.85,84157.35,88349.24,67422.55,80878.26,94929.33,100011.27,80066.24,79237.39,82840.17,87831.52,77099.52,88538.43,99049.14,101236.59,96593.67,102754.38,102280.54,99611.26,99198.16,102539.35,100596.25,99282.73,99004.45,101402.58,101139.69,98917.96,0.75,7187225.94
600,0,546.17,37.53,490.01,75.11,432.42,112.13,800,0,746.17,37.53,690.01,75.11,632.42,112.13,850,1,900,1,950,1,1000,1,1050,1,1100,1,1150,1,1200,1,1250,1,1300,1,1350,1,1400,1,400,200,346.17,237.53,290.01,275.11,232.42,312.13,600,200,546.17,237.53,490.01,275.11,432.42,312.13,1000,200,946.17,237.53,890.01,275.11,832.42,312.13,1400,200,1346.17,237.53,1290.01,275.11,1232.42,312.13,400,400,346.17,437.53,290.01,475.11,232.42,512.13,400,600,346.17,637.53,290.01,675.11,232.42,712.13,800,600,746.17,637.53,690.01,675.11,632.42,712.13,1000,600,946.17,637.53,890.01,675.11,832.42,712.13,1200,600,1146.17,637.53,1090.01,675.11,1032.42,712.13,1250,601,1300,601,1350,601,1400,601,200,800,146.17,837.53,90.01,875.11,32.42,912.13,400,800,346.17,837.53,290.01,875.11,232.42,912.13,600,800,546.17,837.53,490.01,875.11,432.42,912.13,1000,800,946.17,837.53,890.01,875.11,832.42,912.13,200,1000,146.17,1037.53,90.01,1075.11,32.42,1112.13,400,1000,346.17,1037.53,290.01,1075.11,232.42,1112.13,200,1200,146.17,1237.53,90.01,1275.11,32.42,1312.13,400,1200,346.17,1237.53,290.01,1275.11,232.42,1312.13,800,1200,746.17,1237.53,690.01,1275.11,632.42,1312.13,1000,1200,946.17,1237.53,890.01,1275.11,832.42,1312.13,45927.21,47078.94,48627.88,46528.83,53750.25,56975.17,55626.41,56574.91,55859.32,58652.02,60859.51,65729.58,65124.26,65493.13,66580.29,70505.74,73449.97,75837.33,81953.18,97171.91,45357.68,45662.12,45596.91,42529.85,57360.04,58189.09,56264.26,55236.33,74225.99,74266.17,70235.07,65086.47,97978.01,101115.6,93932.63,84961.47,56242.13,53487.45,49702.51,46224.31,60439.5,56689.24,52854.07,50376.35,61085.95,64471.05,72733.21,74567.37,77242.17,77717.38,79079.93,73343.4,91341.19,104767.08,101030.87,99332.99,89846.9,89452.99,89726.12,98516.64,50316.42,50808.22,51373.87,51348.06,60507.9,62559.64,63748.04,60830.56,74360.12,76921.11,75173.34,75981.58,99669.99,99913.05,95310.38,87296.51,59804.99,62258.55,66904.52,68222.58,80927.88,82379.12,78240.46,75338.99,76720.93,88502.72,99269.6,99978.68,96134.46,103123.99,102457.01,99464.27,77846.97,86955.65,98720.02,100996.69,99524.38,100771.6,101591.01,98451.16,0.76,7327279.37
200,0,145.95,37.45,89.56,74.91,32.06,112.07,1000,0,945.95,37.45,889.56,74.91,832.06,112.07,1200,0,1145.95,37.45,1089.56,74.91,1032.06,112.07,1400,0,1345.95,37.45,1289.56,74.91,1232.06,112.07,400,200,345.95,237.45,289.56,274.91,232.06,312.07,600,200,545.95,237.45,489.56,274.91,432.06,312.07,1000,200,945.95,237.45,889.56,274.91,832.06,312.07,1400,200,1345.95,237.45,1289.56,274.91,1232.06,312.07,600,400,545.95,437.45,489.56,474.91,432.06,512.07,1400,400,1345.95,437.45,1289.56,474.91,1232.06,512.07,600,600,545.95,637.45,489.56,674.91,432.06,712.07,800,600,745.95,637.45,689.56,674.91,632.06,712.07,1400,600,1345.95,637.45,1289.56,674.91,1232.06,712.07,200,800,145.95,837.45,89.56,874.91,32.06,912.07,1000,800,945.95,837.45,889.56,874.91,832.06,912.07,1200,800,1145.95,837.45,1089.56,874.91,1032.06,912.07,1400,800,1345.95,837.45,1289.56,874.91,1232.06,912.07,400,1000,345.95,1037.45,289.56,1074.91,232.06,1112.07,800,1000,745.95,1037.45,689.56,1074.91,632.06,1112.07,1000,1000,945.95,1037.45,889.56,1074.91,832.06,1112.07,200,1200,145.95,1237.45,89.56,1274.91,32.06,1312.07,400,1200,345.95,1237.45,289.56,1274.91,232.06,1312.07,600,1200,545.95,1237.45,489.56,1274.91,432.06,1312.07,800,1200,745.95,1237.45,689.56,1274.91,632.06,1312.07,1200,1200,1145.95,1237.45,1089.56,1274.91,1032.06,1312.07,37036.53,38684.81,40323.07,42729.05,47989.04,49345.45,50966.27,49618.93,57418.2,56208.72,58596.46,58848.84,98534.98,90029.78,76451.37,63814.51,37708.85,38299.52,41668.59,44234.33,52257.73,48799.66,43402.94,40675.5,60595.62,63441.75,63243.95,62028.55,97840.29,89482.9,76809.76,65076.99,48783.58,44776.76,43988.23,43599.39,98243.36,89898.74,77336.88,66738.33,46616.33,51264.73,56584,59354.21,56275.43,55116.75,55312.72,55860.35,98459.31,91941.06,82934.88,74778.68,54387.65,54541.83,56193.89,59897.19,67356.97,69779.66,68390.6,64095.51,76088.26,86431.24,92582.15,88718.22,99520.11,101764.56,101486.46,99336.59,65692.11,65613.39,66459.77,67484.83,66175.27,72024.67,76078.38,76224.49,80603.72,79444.38,83509.81,87499.02,75256.01,88846.5,98121.54,100737.23,75187.08,88368.63,99700.35,100761.9,76842.63,88929.1,98825.81,100488.28,96716.76,102525.53,101587.14,99691.84,98821,101447.98,101111.12,99066.5,0.74,7160440.3
600,0,546,37.47,489.76,74.96,432.45,112.27,1000,0,946,37.47,889.76,74.96,832.45,112.27,1400,0,1346,37.47,1289.76,74.96,1232.45,112.27,600,200,546,237.47,489.76,274.96,432.45,312.27,800,200,746,237.47,689.76,274.96,632.45,312.27,1000,200,946,237.47,889.76,274.96,832.45,312.27,1400,200,1346,237.47,1289.76,274.96,1232.45,312.27,400,400,346,437.47,289.76,474.96,232.45,512.27,600,400,546,437.47,489.76,474.96,432.45,512.27,800,400,746,437.47,689.76,474.96,632.45,512.27,1200,400,1146,437.47,1089.76,474.96,1032.45,512.27,1400,400,1346,437.47,1289.76,474.96,1232.45,512.27,200,600,146,637.47,89.76,674.96,32.45,712.27,400,600,346,637.47,289.76,674.96,232.45,712.27,1000,600,946,637.47,889.76,674.96,832.45,712.27,1200,600,1146,637.47,1089.76,674.96,1032.45,712.27,400,800,346,837.47,289.76,874.96,232.45,912.27,600,800,546,837.47,489.76,874.96,432.45,912.27,1000,800,946,837.47,889.76,874.96,832.45,912.27,1400,800,1346,837.47,1289.76,874.96,1232.45,912.27,200,1000,146,1037.47,89.76,1074.96,32.45,1112.27,200,1200,146,1237.47,89.76,1274.96,32.45,1312.27,400,1200,346,1237.47,289.76,1274.96,232.45,1312.27,800,1200,746,1237.47,689.76,1274.96,632.45,1312.27,1200,1200,1146,1237.47,1089.76,1274.96,1032.45,1312.27,39177.72,37012.98,36604.61,36541.24,58721.39,53644.26,49305.5,44343.15,98208.15,89697.69,75892.67,65272.67,39427.17,42220.09,45852.95,47285.72,44861.94,45665.97,47349.36,46677.57,56187.98,55334.51,54181.36,52625.98,97682.24,90419.49,81110.19,72088.47,50636.59,52395,51771.23,48560.87,51861.5,59710.09,65393.59,65593.72,54767.24,56140.04,59284.55,64761.12,69608.11,68908.3,66330.82,63119.24,99163.4,100008.85,94193.99,86977.42,48264.32,52582.67,58338.5,60183.38,63033.84,58900.67,58368.82,57103.95,64084.75,67526.18,69929.96,67379.83,79174.01,78346.1,81500.17,83167.91,63902.02,73486.79,79795.21,78982.74,78142.05,82253.94,80394.85,81189.31,87740.69,89282.24,84367.38,83235.73,98880.4,101990.88,101806.08,99350.08,75572.58,71253.65,68132.2,67493.57,76085.19,88377.92,99275.98,100586.4,96474.87,102632.4,101550.17,100129.96,96667.45,102425.07,101326.16,99432.7,98830.59,101465.47,100987.87,98959.65,0.75,7192923.97
200,0,146.18,37.5,89.75,75.02,32.43,112.2,1400,0,1346.18,37.5,1289.75,75.02,1232.43,112.2,400,200,346.18,237.5,289.75,275.02,232.43,312.2,1200,200,1146.18,237.5,1089.75,275.02,1032.43,312.2,1400,200,1346.18,237.5,1289.75,275.02,1232.43,312.2,600,400,546.18,437.5,489.75,475.02,432.43,512.2,800,400,746.18,437.5,689.75,475.02,632.43,512.2,1400,400,1346.18,437.5,1289.75,475.02,1232.43,512.2,200,600,146.18,637.5,89.75,675.02,32.43,712.2,1400,600,1346.18,637.5,1289.75,675.02,1232.43,712.2,400,800,346.18,837.5,289.75,875.02,232.43,912.2,600,800,546.18,837.5,489.75,875.02,432.43,912.2,1000,800,946.18,837.5,889.75,875.02,832.43,912.2,200,1000,146.18,1037.5,89.75,1075.02,32.43,1112.2,400,1000,346.18,1037.5,289.75,1075.02,232.43,1112.2,1000,1000,946.18,1037.5,889.75,1075.02,832.43,1112.2,1200,1000,1146.18,1037.5,1089.75,1075.02,1032.43,1112.2,1400,1000,1346.18,1037.5,1289.75,1075.02,1232.43,1112.2,200,1200,146.18,1237.5,89.75,1275.02,32.43,1312.2,400,1200,346.18,1237.5,289.75,1275.02,232.43,1312.2,600,1200,546.18,1237.5,489.75,1275.02,432.43,1312.2,800,1200,746.18,1237.5,689.75,1275.02,632.43,1312.2,1000,1200,946.18,1237.5,889.75,1275.02,832.43,1312.2,1200,1200,1146.18,1237.5,1089.75,1275.02,1032.43,1312.2,1400,1200,1346.18,1237.5,1289.75,1275.02,1232.43,1312.2,40043.11,37483.87,37466.31,39011.68,96747.66,89187.99,76066.03,62973.32,41657.16,41639.72,40888.19,42461.17,58591.04,59009.37,61923.81,63939.54,97061.78,90003.74,76024.33,66002.53,45787.44,45951.32,47430.92,47979.47,60165.79,56527.18,53080.43,50201.62,98780.54,89762.96,79612.96,70420.45,43197.79,43418.81,43954.39,45861.56,99509.64,98993.51,94362.88,83895.26,49573.04,52797.29,53810.53,51960.65,55263.68,61904.83,63239.78,63546.93,55025.76,50389.99,48612.54,48933.33,53713.93,57445.32,63746.54,68448.93,65337.1,64909.12,66726.43,67138.67,54288.96,58168.16,64717.06,67840,62602.33,63072.43,66729.79,68251.67,97948.53,91052.94,82099.8,75216.76,75091.47,89143.54,98557.17,100801.48,74865.22,88713.54,99467,100903.6,75059.5,88859.53,98604.56,100949.17,75263.14,89064.67,98469.56,100962.25,75092.92,88169.99,98765.1,100483.62,76443.75,87868.67,98699.18,100296.77,99073.51,101330.67,100966.77,98783.78,0.74,7112340.2
400,0,346.02,37.49,289.64,74.88,232.16,111.95,800,0,746.02,37.49,689.64,74.88,632.16,111.95,1000,0,946.02,37.49,889.64,74.88,832.16,111.95,1200,0,1146.02,37.49,1089.64,74.88,1032.16,111.95,1400,0,1346.02,37.49,1289.64,74.88,1232.16,111.95,200,200,146.02,237.49,89.64,274.88,32.16,311.95,600,200,546.02,237.49,489.64,274.88,432.16,311.95,800,200,746.02,237.49,689.64,274.88,632.16,311.95,1200,200,1146.02,237.49,1089.64,274.88,1032.16,311.95,1400,200,1346.02,237.49,1289.64,274.88,1232.16,311.95,400,400,346.02,437.49,289.64,474.88,232.16,511.95,1000,400,946.02,437.49,889.64,474.88,832.16,511.95,1400,400,1346.02,437.49,1289.64,474.88,1232.16,511.95,200,600,146.02,637.49,89.64,674.88,32.16,711.95,1400,600,1346.02,637.49,1289.64,674.88,1232.16,711.95,200,800,146.02,837.49,89.64,874.88,32.16,911.95,1200,800,1146.02,837.49,1089.64,874.88,1032.16,911.95,400,1000,346.02,1037.49,289.64,1074.88,232.16,1111.95,800,1000,746.02,1037.49,689.64,1074.88,632.16,1111.95,1000,1000,946.02,1037.49,889.64,1074.88,832.16,1111.95,200,1200,146.02,1237.49,89.64,1274.88,32.16,1311.95,400,1200,346.02,1237.49,289.64,1274.88,232.16,1311.95,600,1200,546.02,1237.49,489.64,1274.88,432.16,1311.95,800,1200,746.02,1237.49,689.64,1274.88,632.16,1311.95,1000,1200,946.02,1237.49,889.64,1274.88,832.16,1311.95,46845.19,48433.06,50243.49,50168.13,44984.57,47386.39,49401.63,48525.51,45013.88,48795.34,54134,55697.72,57434.24,52877.88,52271.71,51383.46,97688.6,89730,76775.26,64656.95,52104.27,52509.09,48743.93,46196.23,52794.37,59130.11,65833.71,68025.94,59291.39,61981.11,63682.06,65464.82,59591.94,61492.91,67341.45,68707.77,98220.65,90227.02,77318.94,67164.18,64619.19,63381.87,60921.99,56771.44,75869.01,78238.67,76436.41,75390.96,98812.17,91294.12,82033.92,74674.52,54660.38,50782.97,47259.77,46090.42,99215.52,102155.18,102023.63,98741.91,53437.93,54027.02,56623.75,58954.96,99206.95,102152.88,101627.12,99001.55,64429.63,64795.01,66331.96,67314.95,63201.07,63354.38,66872.95,68575.76,98066.85,90812.88,82150.35,75525.39,75364.56,88819.87,98455.21,100401.36,74997.03,89012.34,99436.99,100656.13,74807.79,88650.96,99178.62,100540.5,76439.98,87840.18,98411.42,100600.98,99194.18,101276.05,101046.98,99012.8,0.75,7268250.23
